,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius,BanyakKotaRawan
407,Jakarta Utara,Dini Hari,Berawan Tebal,65-100,22-31,15
408,Jakarta Pusat,Dini Hari,Hujan Lokal,65-100,22-31,2
409,Kepulauan Seribu,Malam,Hujan Lokal,65-100,22-31,0
410,Jakarta Timur,Malam,Hujan Lokal,65-100,22-31,23
411,Jakarta Barat,Malam,Hujan Lokal,65-100,22-31,17
412,Jakarta Utara,Malam,Hujan Lokal,65-100,22-31,15
413,Jakarta Pusat,Malam,Hujan Lokal,65-100,22-31,2
414,Jakarta Pusat,Pagi,Hujan Sedang,65-100,22-31,2
415,Kepulauan Seribu,Siang,Hujan Ringan,65-100,22-31,0
416,Jakarta Utara,Pagi,Hujan Sedang,65-100,22-31,15
417,Jakarta Selatan,Pagi,Hujan Sedang,65-100,22-31,25
418,Jakarta Timur,Pagi,Hujan Sedang,65-100,22-31,23
419,Kepulauan Seribu,Pagi,Hujan Sedang,65-100,22-31,0
420,Jakarta Barat,Pagi,Hujan Sedang,65-100,22-31,17
421,Jakarta Utara,Siang,Hujan Ringan,65-100,22-31,15
422,Jakarta Selatan,Siang,Hujan Ringan,65-100,22-31,25
423,Jakarta Barat,Siang,Hujan Ringan,65-100,22-31,17
424,Jakarta Timur,Siang,Hujan Ringan,65-100,22-31,23
425,Jakarta Pusat,Siang,Hujan Ringan,65-100,22-31,2
426,Kepulauan Seribu,Malam,Hujan Ringan,85-100,24-31,0
427,Jakarta Selatan,Malam,Hujan Ringan,85-100,24-31,25
428,Jakarta Barat,Malam,Hujan Sedang,85-100,24-31,17
429,Jakarta Timur,Malam,Hujan Lokal,85-100,24-31,23
430,Jakarta Pusat,Dini Hari,Hujan Lokal,85-100,24-31,2
431,Jakarta Utara,Malam,Hujan Ringan,85-100,24-31,15
432,Jakarta Selatan,Dini Hari,Hujan Lokal,85-100,24-31,25
433,Jakarta Barat,Dini Hari,Hujan Petir,85-100,24-31,17
434,Jakarta Timur,Dini Hari,Hujan Lokal,85-100,24-31,23
435,Kepulauan Seribu,Dini Hari,Hujan Lokal,85-100,24-31,0
436,Jakarta Utara,Dini Hari,Hujan Lokal,85-100,24-31,15
437,Jakarta Pusat,Malam,Hujan Lokal,85-100,24-31,2
438,Jakarta Selatan,Siang,Hujan Ringan,85-100,24-31,25
439,Jakarta Timur,Siang,Hujan Ringan,85-100,24-31,23
440,Jakarta Pusat,Pagi,Hujan Ringan,85-100,24-31,2
441,Jakarta Selatan,Pagi,Hujan Ringan,85-100,24-31,25
442,Jakarta Barat,Pagi,Hujan Ringan,85-100,24-31,17
443,Jakarta Timur,Pagi,Hujan Ringan,85-100,24-31,23
444,Jakarta Utara,Pagi,Hujan Ringan,85-100,24-31,15
445,Jakarta Pusat,Siang,Hujan Ringan,85-100,24-31,2
446,Jakarta Utara,Siang,Hujan Ringan,85-100,24-31,15
447,Jakarta Barat,Siang,Hujan Lokal,85-100,24-31,17
448,Kepulauan Seribu,Pagi,Hujan Ringan,85-100,24-31,0
449,Kepulauan Seribu,Siang,Hujan Ringan,85-100,24-31,0
450,Kepulauan Seribu,Malam,Hujan Lokal,60-90,24-33,0
451,Jakarta Barat,Siang,Hujan Lokal,60-90,24-33,17
452,Jakarta Timur,Malam,Hujan Lokal,60-90,24-33,23
453,Jakarta Barat,Malam,Hujan Petir,60-90,24-33,17
454,Jakarta Selatan,Malam,Hujan Petir,60-90,24-33,25
455,Jakarta Utara,Malam,Hujan Lokal,60-90,24-33,15
456,Jakarta Pusat,Malam,Hujan Petir,60-90,24-33,2
457,Kepulauan Seribu,Siang,Hujan Lokal,60-90,24-33,0
458,Jakarta Timur,Siang,Hujan Lokal,60-90,24-33,23
459,Jakarta Selatan,Siang,Hujan Lokal,60-90,24-33,25
460,Jakarta Pusat,Siang,Hujan Lokal,60-90,24-33,2
461,Kepulauan Seribu,Pagi,Berawan Tebal,60-90,24-33,0
462,Jakarta Timur,Pagi,Berawan Tebal,60-90,24-33,23
463,Jakarta Barat,Pagi,Berawan Tebal,60-90,24-33,17
464,Jakarta Selatan,Pagi,Hujan Lokal,60-90,24-33,25
465,Jakarta Utara,Pagi,Berawan Tebal,60-90,24-33,15
466,Jakarta Pusat,Pagi,Berawan Tebal,60-90,24-33,2
467,Jakarta Utara,Siang,Hujan Lokal,60-90,24-33,15
468,Kepulauan Seribu,Malam,Hujan Petir,60-95,24-34,0
469,Jakarta Pusat,Malam,Hujan Sedang,60-95,24-34,2
470,Jakarta Utara,Malam,Hujan Petir,60-95,24-34,15
471,Jakarta Timur,Dini Hari,Hujan Sedang,60-95,24-34,23
472,Jakarta Pusat,Dini Hari,Hujan Sedang,60-95,24-34,2
473,Jakarta Selatan,Dini Hari,Hujan Sedang,60-95,24-34,25
474,Kepulauan Seribu,Dini Hari,Hujan Sedang,60-95,24-34,0
475,Jakarta Utara,Dini Hari,Hujan Sedang,60-95,24-34,15
476,Jakarta Barat,Malam,Hujan Sedang,60-95,24-34,17
477,Jakarta Barat,Dini Hari,Hujan Sedang,60-95,24-34,17
478,Jakarta Timur,Malam,Hujan Sedang,60-95,24-34,23
479,Jakarta Selatan,Malam,Hujan Sedang,60-95,24-34,25
480,Jakarta Pusat,Siang,Hujan Sedang,60-95,24-34,2
481,Jakarta Timur,Pagi,Hujan Lokal,60-95,24-34,23
482,Jakarta Barat,Pagi,Hujan Lokal,60-95,24-34,17
483,Jakarta Selatan,Pagi,Hujan Lokal,60-95,24-34,25
484,Kepulauan Seribu,Pagi,Hujan Ringan,60-95,24-34,0
485,Jakarta Pusat,Pagi,Hujan Lokal,60-95,24-34,2
486,Jakarta Utara,Siang,Hujan Sedang,60-95,24-34,15
487,Jakarta Timur,Siang,Hujan Sedang,60-95,24-34,23
488,Jakarta Barat,Siang,Hujan Sedang,60-95,24-34,17
489,Jakarta Selatan,Siang,Hujan Ringan,60-95,24-34,25
490,Kepulauan Seribu,Siang,Hujan Sedang,60-95,24-34,0
491,Jakarta Utara,Pagi,Hujan Lokal,60-95,24-34,15
492,Jakarta Utara,Dini Hari,Berawan Tebal,60-95,23-32,15
493,Jakarta Pusat,Dini Hari,Hujan Ringan,60-95,23-32,2
494,Kepulauan Seribu,Dini Hari,Berawan Tebal,60-95,23-32,0
495,Jakarta Selatan,Dini Hari,Hujan Ringan,60-95,23-32,25
496,Jakarta Barat,Dini Hari,Hujan Ringan,60-95,23-32,17
497,Jakarta Timur,Dini Hari,Hujan Ringan,60-95,23-32,23
498,Jakarta Utara,Malam,Hujan Lokal,60-95,23-32,15
499,Jakarta Pusat,Malam,Hujan Lokal,60-95,23-32,2
500,Jakarta Selatan,Malam,Hujan Lokal,60-95,23-32,25
501,Jakarta Barat,Malam,Hujan Lokal,60-95,23-32,17
502,Jakarta Timur,Malam,Hujan Lokal,60-95,23-32,23
503,Kepulauan Seribu,Malam,Hujan Lokal,60-95,23-32,0
504,Jakarta Pusat,Siang,Hujan Ringan,60-95,23-32,2
505,Jakarta Timur,Pagi,Hujan Petir,60-95,23-32,23
506,Jakarta Barat,Pagi,Hujan Petir,60-95,23-32,17
507,Jakarta Selatan,Pagi,Hujan Petir,60-95,23-32,25
508,Kepulauan Seribu,Pagi,Hujan Sedang,60-95,23-32,0
509,Jakarta Pusat,Pagi,Hujan Petir,60-95,23-32,2
510,Jakarta Utara,Siang,Hujan Ringan,60-95,23-32,15
511,Jakarta Timur,Siang,Hujan Ringan,60-95,23-32,23
512,Jakarta Barat,Siang,Hujan Ringan,60-95,23-32,17
513,Jakarta Selatan,Siang,Hujan Ringan,60-95,23-32,25
514,Kepulauan Seribu,Siang,Hujan Ringan,60-95,23-32,0
515,Jakarta Utara,Pagi,Hujan Sedang,60-95,23-32,15
516,Jakarta Barat,Malam,Berawan Tebal,90-95,24-30,17
517,Jakarta Selatan,Malam,Hujan Ringan,90-95,24-30,25
518,Kepulauan Seribu,Malam,Berawan Tebal,90-95,24-30,0
519,Jakarta Pusat,Malam,Berawan Tebal,90-95,24-30,2
520,Jakarta Utara,Malam,Berawan Tebal,90-95,24-30,15
521,Jakarta Barat,Dini Hari,Hujan Ringan,90-95,24-30,17
522,Jakarta Selatan,Dini Hari,Berawan Tebal,90-95,24-30,25
523,Kepulauan Seribu,Dini Hari,Hujan Ringan,90-95,24-30,0
524,Jakarta Pusat,Dini Hari,Berawan Tebal,90-95,24-30,2
525,Jakarta Timur,Malam,Berawan Tebal,90-95,24-30,23
526,Jakarta Timur,Dini Hari,Berawan Tebal,90-95,24-30,23
527,Jakarta Utara,Dini Hari,Berawan Tebal,90-95,24-30,15
528,Jakarta Utara,Siang,Hujan Ringan,90-95,24-30,15
529,Kepulauan Seribu,Siang,Hujan Ringan,90-95,24-30,0
530,Jakarta Timur,Pagi,Hujan Lokal,90-95,24-30,23
531,Jakarta Barat,Pagi,Hujan Sedang,90-95,24-30,17
532,Jakarta Selatan,Pagi,Hujan Sedang,90-95,24-30,25
533,Kepulauan Seribu,Pagi,Hujan Ringan,90-95,24-30,0
534,Jakarta Pusat,Siang,Berawan,90-95,24-30,2
535,Jakarta Utara,Pagi,Hujan Lokal,90-95,24-30,15
536,Jakarta Timur,Siang,Berawan Tebal,90-95,24-30,23
537,Jakarta Barat,Siang,Berawan Tebal,90-95,24-30,17
538,Jakarta Selatan,Siang,Hujan Ringan,90-95,24-30,25
539,Jakarta Pusat,Pagi,Hujan Lokal,90-95,24-30,2
540,Jakarta Barat,Malam,Hujan Ringan,60-95,23-31,17
541,Jakarta Selatan,Malam,Berawan,60-95,23-31,25
542,Kepulauan Seribu,Malam,Hujan Sedang,60-95,23-31,0
543,Jakarta Pusat,Malam,Hujan Ringan,60-95,23-31,2
544,Jakarta Utara,Malam,Hujan Ringan,60-95,23-31,15
545,Jakarta Barat,Dini Hari,Hujan Sedang,60-95,23-31,17
546,Jakarta Selatan,Dini Hari,Hujan Sedang,60-95,23-31,25
547,Kepulauan Seribu,Dini Hari,Hujan Ringan,60-95,23-31,0
548,Jakarta Timur,Malam,Berawan,60-95,23-31,23
549,Jakarta Utara,Dini Hari,Hujan Sedang,60-95,23-31,15
550,Jakarta Timur,Dini Hari,Hujan Sedang,60-95,23-31,23
551,Jakarta Pusat,Dini Hari,Hujan Sedang,60-95,23-31,2
552,Jakarta Utara,Siang,Hujan Ringan,60-95,23-31,15
553,Kepulauan Seribu,Siang,Hujan Ringan,60-95,23-31,0
554,Jakarta Selatan,Siang,Berawan,60-95,23-31,25
555,Jakarta Barat,Siang,Hujan Ringan,60-95,23-31,17
556,Jakarta Timur,Siang,Berawan,60-95,23-31,23
557,Jakarta Utara,Pagi,Berawan Tebal,60-95,23-31,15
558,Jakarta Pusat,Pagi,Hujan Ringan,60-95,23-31,2
559,Kepulauan Seribu,Pagi,Berawan,60-95,23-31,0
560,Jakarta Selatan,Pagi,Hujan Ringan,60-95,23-31,25
561,Jakarta Barat,Pagi,Hujan Ringan,60-95,23-31,17
562,Jakarta Timur,Pagi,Hujan Ringan,60-95,23-31,23
563,Jakarta Pusat,Siang,Hujan Ringan,60-95,23-31,2
564,Jakarta Utara,Dini Hari,Berawan Tebal,75-95,27-32,15
565,Kepulauan Seribu,Malam,Hujan Lokal,75-95,27-32,0
566,Jakarta Pusat,Malam,Cerah Berawan,75-95,27-32,2
567,Jakarta Utara,Malam,Cerah Berawan,75-95,27-32,15
568,Jakarta Barat,Malam,Berawan Tebal,75-95,27-32,17
569,Jakarta Barat,Dini Hari,Berawan Tebal,75-95,27-32,17
570,Jakarta Selatan,Dini Hari,Berawan Tebal,75-95,27-32,25
571,Kepulauan Seribu,Dini Hari,Hujan Lokal,75-95,27-32,0
572,Jakarta Pusat,Dini Hari,Berawan Tebal,75-95,27-32,2
573,Jakarta Timur,Dini Hari,Berawan Tebal,75-95,27-32,23
574,Jakarta Timur,Malam,Cerah Berawan,75-95,27-32,23
575,Jakarta Selatan,Malam,Cerah Berawan,75-95,27-32,25
576,Jakarta Pusat,Siang,Hujan Lokal,75-95,27-32,2
577,Jakarta Timur,Pagi,Berawan Tebal,75-95,27-32,23
578,Jakarta Barat,Pagi,Hujan Lokal,75-95,27-32,17
579,Jakarta Selatan,Pagi,Berawan,75-95,27-32,25
580,Kepulauan Seribu,Pagi,Hujan Lokal,75-95,27-32,0
581,Jakarta Pusat,Pagi,Berawan Tebal,75-95,27-32,2
582,Jakarta Utara,Siang,Hujan Lokal,75-95,27-32,15
583,Jakarta Timur,Siang,Hujan Lokal,75-95,27-32,23
584,Jakarta Barat,Siang,Berawan Tebal,75-95,27-32,17
585,Jakarta Selatan,Siang,Hujan Lokal,75-95,27-32,25
586,Kepulauan Seribu,Siang,Hujan Lokal,75-95,27-32,0
587,Jakarta Utara,Pagi,Berawan Tebal,75-95,27-32,15
588,Jakarta Utara,Dini Hari,Hujan Ringan,70-95,22-33,15
589,Jakarta Pusat,Dini Hari,Berawan Tebal,70-95,22-33,2
590,Kepulauan Seribu,Dini Hari,Hujan Ringan,70-95,22-33,0
591,Jakarta Selatan,Dini Hari,Hujan Ringan,70-95,22-33,25
592,Jakarta Barat,Dini Hari,Berawan Tebal,70-95,22-33,17
593,Jakarta Timur,Dini Hari,Berawan Tebal,70-95,22-33,23
594,Jakarta Utara,Malam,Berawan,70-95,22-33,15
595,Jakarta Pusat,Malam,Hujan Lokal,70-95,22-33,2
596,Kepulauan Seribu,Malam,Berawan,70-95,22-33,0
597,Jakarta Barat,Malam,Hujan Lokal,70-95,22-33,17
598,Jakarta Timur,Malam,Hujan Lokal,70-95,22-33,23
599,Jakarta Selatan,Malam,Hujan Lokal,70-95,22-33,25
600,Jakarta Pusat,Siang,Hujan Ringan,70-95,22-33,2
601,Jakarta Utara,Siang,Hujan Sedang,70-95,22-33,15
602,Jakarta Barat,Pagi,Hujan Ringan,70-95,22-33,17
603,Jakarta Selatan,Pagi,Hujan Lokal,70-95,22-33,25
604,Kepulauan Seribu,Pagi,Hujan Sedang,70-95,22-33,0
605,Jakarta Pusat,Pagi,Hujan Ringan,70-95,22-33,2
606,Jakarta Timur,Pagi,Hujan Lokal,70-95,22-33,23
607,Jakarta Timur,Siang,Hujan Lokal,70-95,22-33,23
608,Jakarta Barat,Siang,Hujan Ringan,70-95,22-33,17
609,Jakarta Selatan,Siang,Hujan Lokal,70-95,22-33,25
611,Jakarta Utara,Pagi,Hujan Sedang,70-95,22-33,15
612,Jakarta Barat,Malam,Hujan Ringan,60-95,22-32,17
613,Jakarta Pusat,Dini Hari,Berawan,60-95,22-32,2
614,Kepulauan Seribu,Dini Hari,Hujan Petir,60-95,22-32,0
615,Jakarta Selatan,Dini Hari,Cerah Berawan,60-95,22-32,25
616,Jakarta Barat,Dini Hari,Cerah Berawan,60-95,22-32,17
617,Jakarta Timur,Dini Hari,Hujan Ringan,60-95,22-32,23
618,Jakarta Utara,Malam,Hujan Ringan,60-95,22-32,15
619,Jakarta Pusat,Malam,Hujan Lokal,60-95,22-32,2
620,Jakarta Utara,Dini Hari,Hujan Ringan,60-95,22-32,15
621,Jakarta Selatan,Malam,Hujan Lokal,60-95,22-32,25
622,Jakarta Timur,Malam,Hujan Ringan,60-95,22-32,23
623,Kepulauan Seribu,Malam,Hujan Sedang,60-95,22-32,0
624,Jakarta Pusat,Siang,Hujan Lokal,60-95,22-32,2
625,Jakarta Timur,Pagi,Berawan,60-95,22-32,23
626,Jakarta Barat,Pagi,Hujan Lokal,60-95,22-32,17
627,Jakarta Selatan,Pagi,Hujan Lokal,60-95,22-32,25
628,Kepulauan Seribu,Pagi,Hujan Ringan,60-95,22-32,0
629,Jakarta Pusat,Pagi,Berawan,60-95,22-32,2
630,Jakarta Utara,Siang,Hujan Lokal,60-95,22-32,15
631,Jakarta Timur,Siang,Hujan Sedang,60-95,22-32,23
632,Jakarta Barat,Siang,Hujan Lokal,60-95,22-32,17
633,Jakarta Selatan,Siang,Hujan Sedang,60-95,22-32,25
634,Kepulauan Seribu,Siang,Hujan Ringan,60-95,22-32,0
635,Jakarta Utara,Pagi,Berawan,60-95,22-32,15
636,Jakarta Utara,Dini Hari,Berawan,65-95,24-32,15
637,Jakarta Pusat,Dini Hari,Berawan,65-95,24-32,2
638,Kepulauan Seribu,Dini Hari,Hujan Ringan,65-95,24-32,0
639,Jakarta Selatan,Dini Hari,Hujan Ringan,65-95,24-32,25
640,Jakarta Barat,Dini Hari,Berawan,65-95,24-32,17
641,Jakarta Timur,Dini Hari,Berawan,65-95,24-32,23
642,Jakarta Utara,Malam,Hujan Sedang,65-95,24-32,15
643,Jakarta Pusat,Malam,Hujan Ringan,65-95,24-32,2
644,Jakarta Selatan,Malam,Hujan Ringan,65-95,24-32,25
645,Jakarta Barat,Malam,Hujan Ringan,65-95,24-32,17
646,Jakarta Timur,Malam,Hujan Ringan,65-95,24-32,23
647,Kepulauan Seribu,Malam,Hujan Sedang,65-95,24-32,0
648,Jakarta Pusat,Siang,Hujan Ringan,65-95,24-32,2
649,Jakarta Timur,Pagi,Hujan Sedang,65-95,24-32,23
650,Jakarta Barat,Pagi,Hujan Sedang,65-95,24-32,17
651,Jakarta Selatan,Pagi,Hujan Sedang,65-95,24-32,25
652,Kepulauan Seribu,Pagi,Hujan Ringan,65-95,24-32,0
653,Jakarta Pusat,Pagi,Hujan Ringan,65-95,24-32,2
654,Jakarta Utara,Siang,Hujan Ringan,65-95,24-32,15
655,Jakarta Timur,Siang,Hujan Ringan,65-95,24-32,23
656,Jakarta Barat,Siang,Hujan Ringan,65-95,24-32,17
657,Jakarta Selatan,Siang,Hujan Ringan,65-95,24-32,25
658,Kepulauan Seribu,Siang,Hujan Sedang,65-95,24-32,0
659,Jakarta Utara,Pagi,Hujan Ringan,65-95,24-32,15
660,Jakarta Barat,Malam,Hujan Ringan,80-95,24-29,17
661,Jakarta Selatan,Malam,Hujan Ringan,80-95,24-29,25
662,Kepulauan Seribu,Malam,Hujan Petir,80-95,24-29,0
663,Jakarta Pusat,Malam,Hujan Sedang,80-95,24-29,2
664,Jakarta Utara,Malam,Hujan Petir,80-95,24-29,15
665,Jakarta Barat,Dini Hari,Hujan Ringan,80-95,24-29,17
666,Jakarta Selatan,Dini Hari,Hujan Ringan,80-95,24-29,25
667,Kepulauan Seribu,Dini Hari,Hujan Petir,80-95,24-29,0
668,Jakarta Pusat,Dini Hari,Hujan Ringan,80-95,24-29,2
669,Jakarta Timur,Malam,Hujan Petir,80-95,24-29,23
670,Jakarta Timur,Dini Hari,Hujan Ringan,80-95,24-29,23
671,Jakarta Utara,Dini Hari,Hujan Ringan,80-95,24-29,15
672,Jakarta Utara,Siang,Hujan Petir,80-95,24-29,15
673,Kepulauan Seribu,Siang,Hujan Petir,80-95,24-29,0
674,Jakarta Timur,Pagi,Hujan Petir,80-95,24-29,23
675,Jakarta Barat,Pagi,Hujan Ringan,80-95,24-29,17
676,Jakarta Selatan,Pagi,Hujan Petir,80-95,24-29,25
677,Kepulauan Seribu,Pagi,Hujan Petir,80-95,24-29,0
678,Jakarta Pusat,Siang,Hujan Petir,80-95,24-29,2
679,Jakarta Utara,Pagi,Hujan Sedang,80-95,24-29,15
680,Jakarta Timur,Siang,Hujan Petir,80-95,24-29,23
681,Jakarta Barat,Siang,Hujan Petir,80-95,24-29,17
682,Jakarta Selatan,Siang,Hujan Sedang,80-95,24-29,25
683,Jakarta Pusat,Pagi,Hujan Ringan,80-95,24-29,2
684,Jakarta Utara,Dini Hari,Hujan Ringan,80-100,23-31,15
685,Jakarta Pusat,Dini Hari,Hujan Ringan,80-100,23-31,2
686,Kepulauan Seribu,Dini Hari,Hujan Petir,80-100,23-31,0
687,Jakarta Selatan,Dini Hari,Hujan Ringan,80-100,23-31,25
688,Jakarta Barat,Dini Hari,Hujan Ringan,80-100,23-31,17
689,Jakarta Timur,Dini Hari,Hujan Ringan,80-100,23-31,23
690,Jakarta Utara,Malam,Hujan Sedang,80-100,23-31,15
691,Jakarta Pusat,Malam,Hujan Lokal,80-100,23-31,2
692,Jakarta Selatan,Malam,Hujan Lokal,80-100,23-31,25
693,Jakarta Barat,Malam,Hujan Ringan,80-100,23-31,17
694,Jakarta Utara,Siang,Hujan Petir,80-100,23-31,15
695,Kepulauan Seribu,Malam,Hujan Sedang,80-100,23-31,0
696,Jakarta Timur,Malam,Hujan Lokal,80-100,23-31,23
697,Jakarta Pusat,Siang,Hujan Ringan,80-100,23-31,2
698,Jakarta Timur,Pagi,Hujan Petir,80-100,23-31,23
699,Jakarta Barat,Pagi,Hujan Ringan,80-100,23-31,17
700,Kepulauan Seribu,Pagi,Hujan Petir,80-100,23-31,0
701,Jakarta Pusat,Pagi,Hujan Ringan,80-100,23-31,2
702,Jakarta Selatan,Pagi,Hujan Petir,80-100,23-31,25
703,Jakarta Timur,Siang,Hujan Sedang,80-100,23-31,23
704,Jakarta Barat,Siang,Hujan Ringan,80-100,23-31,17
705,Jakarta Selatan,Siang,Hujan Lokal,80-100,23-31,25
706,Kepulauan Seribu,Siang,Hujan Petir,80-100,23-31,0
707,Jakarta Utara,Pagi,Hujan Sedang,80-100,23-31,15
708,Jakarta Pusat,Malam,Hujan Sedang,75-95,23-31,2
709,Jakarta Barat,Malam,Hujan Sedang,75-95,23-31,17
710,Jakarta Selatan,Malam,Hujan Sedang,75-95,23-31,25
711,Kepulauan Seribu,Malam,Hujan Sedang,75-95,23-31,0
712,Jakarta Utara,Malam,Hujan Sedang,75-95,23-31,15
713,Jakarta Timur,Malam,Hujan Sedang,75-95,23-31,23
714,Jakarta Barat,Dini Hari,Hujan Sedang,75-95,23-31,17
715,Jakarta Selatan,Dini Hari,Hujan Sedang,75-95,23-31,25
716,Kepulauan Seribu,Dini Hari,Hujan Sedang,75-95,23-31,0
717,Jakarta Pusat,Dini Hari,Hujan Sedang,75-95,23-31,2
718,Jakarta Timur,Dini Hari,Hujan Sedang,75-95,23-31,23
719,Jakarta Utara,Dini Hari,Hujan Sedang,75-95,23-31,15
720,Jakarta Utara,Siang,Hujan Sedang,75-95,23-31,15
721,Kepulauan Seribu,Siang,Hujan Sedang,75-95,23-31,0
722,Jakarta Timur,Pagi,Hujan Ringan,75-95,23-31,23
723,Jakarta Barat,Pagi,Hujan Sedang,75-95,23-31,17
724,Jakarta Selatan,Pagi,Hujan Petir,75-95,23-31,25
725,Kepulauan Seribu,Pagi,Hujan Sedang,75-95,23-31,0
726,Jakarta Pusat,Siang,Hujan Ringan,75-95,23-31,2
727,Jakarta Utara,Pagi,Hujan Sedang,75-95,23-31,15
728,Jakarta Timur,Siang,Hujan Ringan,75-95,23-31,23
729,Jakarta Barat,Siang,Hujan Lokal,75-95,23-31,17
730,Jakarta Selatan,Siang,Hujan Lokal,75-95,23-31,25
731,Jakarta Pusat,Pagi,Hujan Ringan,75-95,23-31,2
732,Jakarta Barat,Malam,Hujan Lokal,70-90,24-30,17
733,Jakarta Selatan,Malam,Hujan Lokal,70-90,24-30,25
734,Kepulauan Seribu,Malam,Hujan Sedang,70-90,24-30,0
735,Jakarta Pusat,Malam,Hujan Lokal,70-90,24-30,2
736,Jakarta Utara,Malam,Hujan Ringan,70-90,24-30,15
737,Jakarta Barat,Dini Hari,Hujan Ringan,70-90,24-30,17
738,Jakarta Selatan,Dini Hari,Berawan,70-90,24-30,25
739,Kepulauan Seribu,Dini Hari,Hujan Ringan,70-90,24-30,0
740,Jakarta Timur,Malam,Hujan Lokal,70-90,24-30,23
741,Jakarta Utara,Dini Hari,Hujan Ringan,70-90,24-30,15
742,Jakarta Timur,Dini Hari,Berawan,70-90,24-30,23
743,Jakarta Pusat,Dini Hari,Berawan Tebal,70-90,24-30,2
744,Jakarta Utara,Siang,Hujan Ringan,70-90,24-30,15
745,Kepulauan Seribu,Siang,Hujan Sedang,70-90,24-30,0
746,Jakarta Selatan,Siang,Hujan Lokal,70-90,24-30,25
747,Jakarta Barat,Siang,Hujan Sedang,70-90,24-30,17
748,Jakarta Timur,Siang,Hujan Sedang,70-90,24-30,23
749,Jakarta Utara,Pagi,Hujan Ringan,70-90,24-30,15
750,Jakarta Pusat,Pagi,Hujan Ringan,70-90,24-30,2
751,Kepulauan Seribu,Pagi,Hujan Ringan,70-90,24-30,0
752,Jakarta Selatan,Pagi,Hujan Sedang,70-90,24-30,25
753,Jakarta Barat,Pagi,Hujan Sedang,70-90,24-30,17
754,Jakarta Timur,Pagi,Hujan Ringan,70-90,24-30,23
755,Jakarta Pusat,Siang,Hujan Ringan,70-90,24-30,2
756,Jakarta Selatan,Malam,Hujan Ringan,90-95,24-28,25
757,Kepulauan Seribu,Malam,Hujan Petir,90-95,24-28,0
758,Jakarta Pusat,Malam,Hujan Ringan,90-95,24-28,2
759,Jakarta Utara,Malam,Hujan Sedang,90-95,24-28,15
760,Jakarta Barat,Malam,Hujan Ringan,90-95,24-28,17
761,Jakarta Barat,Dini Hari,Hujan Sedang,90-95,24-28,17
762,Jakarta Selatan,Dini Hari,Hujan Ringan,90-95,24-28,25
763,Kepulauan Seribu,Dini Hari,Hujan Petir,90-95,24-28,0
764,Jakarta Pusat,Dini Hari,Hujan Sedang,90-95,24-28,2
765,Jakarta Timur,Dini Hari,Hujan Ringan,90-95,24-28,23
766,Jakarta Timur,Malam,Hujan Ringan,90-95,24-28,23
767,Jakarta Utara,Dini Hari,Hujan Petir,90-95,24-28,15
768,Jakarta Pusat,Siang,Hujan Petir,90-95,24-28,2
769,Jakarta Timur,Pagi,Hujan Petir,90-95,24-28,23
770,Jakarta Barat,Pagi,Hujan Sedang,90-95,24-28,17
771,Jakarta Selatan,Pagi,Hujan Petir,90-95,24-28,25
772,Kepulauan Seribu,Pagi,Hujan Lokal,90-95,24-28,0
773,Jakarta Pusat,Pagi,Hujan Sedang,90-95,24-28,2
774,Jakarta Utara,Siang,Hujan Petir,90-95,24-28,15
775,Jakarta Timur,Siang,Hujan Ringan,90-95,24-28,23
776,Jakarta Barat,Siang,Hujan Petir,90-95,24-28,17
777,Jakarta Selatan,Siang,Hujan Ringan,90-95,24-28,25
778,Kepulauan Seribu,Siang,Hujan Petir,90-95,24-28,0
779,Jakarta Utara,Pagi,Hujan Petir,90-95,24-28,15
780,Jakarta Selatan,Malam,Berawan,85-95,24-30,25
781,Kepulauan Seribu,Malam,Hujan Petir,85-95,24-30,0
782,Jakarta Pusat,Malam,Berawan Tebal,85-95,24-30,2
783,Jakarta Utara,Malam,Hujan Sedang,85-95,24-30,15
784,Jakarta Timur,Dini Hari,Hujan Lokal,85-95,24-30,23
785,Jakarta Selatan,Dini Hari,Hujan Lokal,85-95,24-30,25
786,Kepulauan Seribu,Dini Hari,Hujan Sedang,85-95,24-30,0
787,Jakarta Pusat,Dini Hari,Hujan Lokal,85-95,24-30,2
788,Jakarta Utara,Dini Hari,Hujan Sedang,85-95,24-30,15
789,Jakarta Barat,Malam,Berawan,85-95,24-30,17
790,Jakarta Barat,Dini Hari,Hujan Lokal,85-95,24-30,17
791,Jakarta Timur,Malam,Berawan,85-95,24-30,23
792,Jakarta Utara,Siang,Hujan Sedang,85-95,24-30,15
793,Jakarta Pusat,Siang,Hujan Ringan,85-95,24-30,2
794,Kepulauan Seribu,Siang,Hujan Sedang,85-95,24-30,0
795,Jakarta Selatan,Siang,Hujan Ringan,85-95,24-30,25
796,Jakarta Barat,Siang,Hujan Ringan,85-95,24-30,17
797,Jakarta Timur,Siang,Hujan Ringan,85-95,24-30,23
798,Jakarta Utara,Pagi,Hujan Ringan,85-95,24-30,15
799,Jakarta Pusat,Pagi,Hujan Lokal,85-95,24-30,2
800,Kepulauan Seribu,Pagi,Hujan Ringan,85-95,24-30,0
801,Jakarta Selatan,Pagi,Hujan Lokal,85-95,24-30,25
802,Jakarta Barat,Pagi,Hujan Ringan,85-95,24-30,17
